,so_ky_hieu,ngay_ban_hanh,trich_yeu,hieu_luc,pdf
57,1488/QĐ-UBND,23/06/2022,"cho phép điều chỉnh mục đích, thời hạn và hình thức sử dụng đất tại quyết định số 1853/qđ-ubnd ngày 30/6/2010 của ủy ban nhân dân tỉnh đối với dự án khu nhà ở thương mại phúc đạt do công ty tnhh sản xuất và thương mại phúc đạt làm chủ đầu tư",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5410/1488-QD.signed.pdf
58,3088/UBND-VX,22/06/2022,"triển khai nội dung cuộc họp giao ban trực tuyến của bcđ phòng, chống dịch covid-19 tỉnh với các địa phương ngày 22/6/2022",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5405/3088-VX.signed.pdf
59,3055/KH-UBND,22/06/2022,kế hoạch triển khai thực hiện nghị định số 116/2021/nđ-cp ngày 21/12/2021 của chính phủ trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5406/3055-KH.signed.pdf
60,1468/QĐ-UBND,20/06/2022,"công nhận quyền sử dụng đất như nhà nước giao đất cho ubnd xã thạnh hội, thị xã tân uyên  ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5404/1468-QD.signed.pdf
61,1467/QĐ-UBND,20/06/2022,"công nhận quyền sử dụng đất với hình thức nhà nước cho thuê đất thu tiền hàng năm đối với bến xe khách bình dương tại phường chánh nghĩa, thành phố thủ dầu một ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5403/1467-QD.signed.pdf
62,1466/QĐ-UBND,20/06/2022,"giao đất không thu tiền sử dụng đất cho ubnd phường tân phước khánh, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5402/1466-QD.signed.pdf
63,1465/QĐ-UBND,20/06/2022,thu hồi đất do công ty tnhh một thành viên cao su dầu tiếng quản lý; giao trung tâm phát triển quỹ đất huyện dầu tiếng quản lý,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5401/1465-QD.signed.pdf
64,1464/QĐ-UBND,20/06/2022,đính chính căn cứ pháp lý tại quyết định số 01/2022/qđ-ubnd ngày 06 tháng 01 năm 2022 của ubnd tỉnh quy định hệ số điều chỉnh giá đất năm 2022 trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5400/1464-QD.signed.pdf
65,1463/QĐ-UBND,20/06/2022,thu hồi đất của công ty tnhh mtv khai thác thủy lợi dầu tiếng – phước hòa; giao trung tâm phát triển quỹ đất tỉnh quản lý,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5399/1463-QD.signed.pdf
66,2954/UBND-VX,15/06/2022,tập trung thúc đẩy sử dụng các nền tảng số trên địa bàn tỉnh trong năm 2022,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5398/2954-VX.signed.pdf
67,1430/QĐ-UBND,15/06/2022,"cho phép công ty cổ phần sản xuất thương mại phân bón đất xanh gia hạn tiến độ sử dụng đất tại xã an điền, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5397/1430-QD.signed.pdf
68,1429/QĐ-UBND,15/06/2022,giao đất không thu tiền sử dụng đất cho trung tâm văn hóa – thông tin thể thao thành phố thủ dầu một ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5396/1429-QD.signed.pdf
69,2906/KH-UBND,13/06/2022,"kế hoạch triển khai, thực hiện đề án ""tổ chức truyền thông chính sách có tác động lớn đến xã hội trong quá trình xây dựng văn bản quy phạm pháp luật giai đoạn 2022 - 2027"" trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5394/2906-KH.signed.pdf
70,1420/QĐ-UBND,13/06/2022,cho phép trung tâm sức khỏe lao động và môi trường tỉnh bình dương chuyển từ hình thức nhà nước giao đất không thu tiền sử dụng đất sang hình thức nhà cho thuê đất thu tiền thuê đất hàng ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5393/1420-QD.signed.pdf
71,1419/QĐ-UBND,13/06/2022,"kế hoạch phòng, chống thiên tai tỉnh bình dương đến năm 2025",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5389/1419-QD.signed-2.pdf
72,2808/UBND-KT,08/06/2022,triển khai chỉ thị số 09/ct-ttg,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5385/2808-KT.signed.pdf
73,2800/KH-UBND,08/06/2022,"kế hoạch bình ổn thị trường sách giáo khoa, tập và dụng cụ học sinh năm học 2022 - 2023 trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5395/2800-KH.signed.pdf
74,2784/KH-UBND,08/06/2022,"thực hiện ""tháng hành động vì người cao tuổi việt nam"" trên địa bàn tỉnh bình dương năm 2022",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5386/2784-KH.signed.pdf
75,1376/QĐ-UBND,08/06/2022,"cho phép công ty cổ phần địa ốc bcons chuyển mục đích sử dụng đất để thực hiện dự án chung cư an bình tại phường an bình, thành phố dĩ an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5387/1376-QD.signed.pdf
76,1375/QĐ-UBND,08/06/2022,"cho phép công ty cổ phần địa ốc bcons chuyển mục đích sử dụng đất để thực hiện dự án chung cư ngôi sao tại phường đông hoà, thành phố dĩ an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5388/1375-QD.signed.pdf
77,1374/QĐ-UBND,08/06/2022,"cho phép công ty cổ phần xây dựng và dịch vụ công cộng bình dương chuyển từ hình thức nhà nước cho thuê đất thu tiền thuê đất hàng năm sang hình thức nhà nước cho thuê đất thu tiến thuê đất một lần cho cả thời gian thuê tại phường uyên hưng, tx. tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5392/1374-QD.signed.pdf
78,1370/QĐ-UBND,08/06/2022,công bố thủ tục hành chính bị bãi bỏ thuộc thẩm quyền giải quyết của sở khoa học và công nghệ tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5390/1370-QD.signed.pdf
79,1366/QĐ-UBND,08/06/2022,"công bố thủ tục hành chính mới, thủ tục hành chính được sửa đổi lĩnh vực bưu chính thuộc thẩm quyền giải quyết của sở thông tin và truyền thông tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5391/1366-QD.signed.pdf
80,2774/KH-UBND,07/06/2022,kế hoạch thực hiện chiến lược quốc gia về bình đẳng giới vùng đồng bào dân tộc thiểu số giai đoạn 2022 – 2030 trên địa bàn tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5383/2774-KH.signed.pdf
81,154/TB-UBND,03/06/2022,kết luận của đồng chí võ văn minh – chủ tịch ubnd tỉnh tại phiên họp ubnd tỉnh lần 12 - khóa x ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5375/154-TB.signed.pdf
82,153/TB-UBND,03/06/2022,chương trình làm việc tháng 6/2022 của ubnd tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5374/153-TB.signed.pdf
83,1335/QĐ-UBND,03/06/2022,"cho phép công ty cổ phần phở việt gia hạn thời hạn sử dụng đất tại phường thuận giao, thành phố thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5376/1335-QD.signed.pdf
84,2732/KH-UBND,03/06/2022,kế hoạch tổ chức các hoạt động kỷ niệm 75 năm ngày thương binh liệt sĩ (27/7/1947 - 27/7/2022),Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5381/2732-KH.signed.pdf
85,2725/UBND-KT,03/06/2022,triển khai thực hiện quyết định số 633/qđ-ttg ngày 23/5/2022 của thủ tướng chính phủ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5407/CV_trien_khai_QD_633.TTg_(CV2725.UBND_tinh_03.6.2022).pdf
86,2719/UBND-KT,03/06/2022,"cơ quan thẩm định giá bán, thuê mua, thuê nhà ở nhà ở xã hội hội được đầu tư xây dựng theo dự án bằng nguồn vốn ngoài ngân sách nhà nước ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5380/2719-KT.signed.pdf
87,154/TB-UBND,03/06/2022,kết luận của đồng chí võ văn minh – chủ tịch ubnd tỉnh tại phiên họp ubnd tỉnh lần 12 - khóa x ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5375/154-TB.signed.pdf
88,153/TB-UBND,03/06/2022,chương trình làm việc tháng 6/2022 của ubnd tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5374/153-TB.signed.pdf
89,1347/QĐ-UBND,03/06/2022,"định mức kinh phí hỗ trợ xây dựng, sửa chữa nhà đại đoàn kết cho hộ nghèo, hộ cận nghèo, hộ có hoàn cảnh khó khăn trên địa bàn tỉnh",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5412/FILE-20220629-150059-1347-QD.signed.pdf
90,1337/QĐ-UBND,03/06/2022,công nhận quyền sử dụng đất như nhà nước giao đất không thu tiền sử dụng đất cho ủy ban nhân dân phường tân vĩnh hiệp quản lý,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5378/1337-QD.signed.pdf
91,1336/QĐ-UBND,03/06/2022,"công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho chùa long minh tại phường tân an, thành phố thủ dầu một",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5377/1336-QD.signed.pdf
92,1335/QĐ-UBND,03/06/2022,"cho phép công ty cổ phần phở việt gia hạn thời hạn sử dụng đất tại phường thuận giao, thành phố thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5376/1335-QD.signed.pdf
93,2657/KH-UBND,02/06/2022,kế hoạch tổ chức sự kiện vinh danh top 7 cộng đồng thông minh thế giới năm 2022,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5372/2657-KH.signed.pdf
94,1309/QĐ-UBND,02/06/2022,"đính chính quyết định số 15/2022/qđ-ubnd ngày 13/5/2022 của ubnd tỉnh ban hành quy chế tổ chức, bộ máy và quản lý, sử dụng quỹ phòng, chống thiên tai tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5373/1309-QD.signed.pdf
95,1281/QĐ-UBND,01/06/2022,"thu hồi đất của ubnd xã an sơn quản lý; giao đất không thu tiền sử dụng đất cho trường mầm non hoa mai 3 tại xã an sơn, thành phố thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5368/1281-QD.signed.pdf
96,2598/UBND-VX,31/05/2022,triển khai thực hiện thông tư số 02/2022/tt-btttt của bộ thông tin và truyền thông.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5371/2598-VX.signed.pdf
97,1270/QĐ-UBND,31/05/2022,phê duyệt danh mục và bản đồ các vùng hạn chế khai thác nước dưới đất trên địa bàn tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5367/1270-QD.signed.pdf
98,1259/QĐ-UBND,30/05/2022,"công nhận quyền sử dụng đất cho ubnd phường chánh nghĩa, thành phố thủ dầu một",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5366/1259-QD.signed.pdf
99,1258/QĐ-UBND,30/05/2022,"cho phép doanh nghiệp tư nhân xăng dầu khôi nguyên gia hạn thời gian thuê đất tại thị trấn dầu tiếng, huyện dầu tiếng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/5365/1258-QD.signed.pdf
